Unnamed: 0_level_0_Rk,Unnamed: 1_level_0_Player,Unnamed: 2_level_0_Nation,Unnamed: 3_level_0_Pos,Unnamed: 4_level_0_Squad,Unnamed: 5_level_0_Age,Unnamed: 6_level_0_Born,Unnamed: 7_level_0_90s,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Unnamed: 22_level_0_Ast,Unnamed: 23_level_0_xAG,Expected_xA,Expected_A-xAG,Unnamed: 26_level_0_KP,Unnamed: 27_level_0_1/3,Unnamed: 28_level_0_PPA,Unnamed: 29_level_0_CrsPA,Unnamed: 30_level_0_PrgP,Unnamed: 31_level_0_Matches
801,Nectarios Triantis,au AUS,"MF,DF",Minnesota Utd,22-174,2003,3.9,138,156,88.5,2238,715,66,69,95.7,54,60,90.0,14,21,66.7,2,0.3,0.3,+1.7,6,17,3,1,20,Matches
802,Niko Tsakiris,us USA,MF,SJ Earthquakes,20-135,2005,4.1,155,201,77.1,2408,731,81,91,89.0,53,63,84.1,11,25,44.0,1,0.9,0.9,+0.1,5,22,8,0,20,Matches
803,Garrison Tubbs,us USA,DF,D.C. United,23-257,2002,6.3,232,251,92.4,4171,1429,88,89,98.9,128,134,95.5,14,24,58.3,0,0.0,0.0,0.0,1,1,0,0,4,Matches
804,Bill Tuiloma,nz NZL,DF,Charlotte,30-219,1995,4.7,194,229,84.7,3819,1337,80,83,96.4,79,88,89.8,31,47,66.0,0,0.1,0.1,-0.1,1,23,1,0,12,Matches
805,Dor Turgeman,il ISR,"FW,MF",NE Revolution,22-008,2003,2.4,34,43,79.1,502,73,16,19,84.2,13,16,81.3,2,2,100.0,1,0.4,0.4,+0.6,4,1,2,0,3,Matches
806,Gavin Turner,us USA,"FW,MF",D.C. United,18-300,2007,0.3,5,8,62.5,59,5,3,5,60.0,1,1,100.0,0,1,0.0,0,0.0,0.0,0.0,1,0,0,0,0,Matches
807,Matt Turner,us USA,GK,NE Revolution,31-130,1994,10.0,257,374,68.7,7875,6040,42,42,100.0,107,110,97.3,108,218,49.5,0,0.0,0.0,0.0,0,5,1,0,0,Matches
808,Jeppe Tverskov,dk DEN,MF,San Diego FC,32-234,1993,32.5,2611,2933,89.0,42268,12364,1373,1473,93.2,984,1072,91.8,189,262,72.1,7,5.7,5.1,+1.3,45,246,46,3,250,Matches
809,Mikael Uhre,dk DEN,FW,Philadelphia Union,31-032,1994,14.7,250,369,67.8,3277,543,163,204,79.9,63,102,61.8,6,14,42.9,6,4.5,3.9,+1.5,25,6,16,1,26,Matches
810,Cengiz Ünder,tr TUR,FW,LAFC,28-110,1997,5.0,142,199,71.4,2688,773,68,79,86.1,45,68,66.2,23,35,65.7,2,1.6,1.5,+0.4,10,8,8,2,20,Matches
811,Osaze Urhoghide,nl NED,DF,FC Dallas,25-120,2000,24.5,786,908,86.6,14193,5370,297,324,91.7,428,471,90.9,49,86,57.0,0,0.1,0.2,-0.1,2,37,0,0,45,Matches
812,Maximiliano Urruti,ar ARG,FW,NE Revolution,34-252,1991,6.6,91,114,79.8,1332,380,51,60,85.0,34,37,91.9,2,4,50.0,0,0.3,0.3,-0.3,5,10,0,0,13,Matches
813,Júnior Urso,br BRA,MF,Houston Dynamo,36-236,1989,10.8,469,527,89.0,6769,1578,267,281,95.0,162,182,89.0,17,21,81.0,1,1.1,0.5,-0.1,6,35,2,0,37,Matches
814,Óscar Ustari,ar ARG,GK,Inter Miami,39-121,1986,23.1,777,890,87.3,18846,12802,166,166,100.0,418,420,99.5,190,297,64.0,0,0.0,0.0,0.0,0,1,0,0,0,Matches
815,Myrto Uzuni,al ALB,FW,Austin,30-154,1995,22.9,299,370,80.8,5009,953,141,164,86.0,107,126,84.9,32,42,76.2,3,2.6,2.5,+0.4,19,16,12,3,35,Matches
816,Onni Valakari,fi FIN,"MF,FW",San Diego FC,26-075,1999,27.2,1051,1272,82.6,14662,3698,661,734,90.1,314,365,86.0,39,76,51.3,7,4.3,4.2,+2.7,30,96,32,0,128,Matches
817,Omar Valencia,pa PAN,DF,NY Red Bulls,21-146,2004,15.5,619,800,77.4,10131,2491,316,351,90.0,256,302,84.8,37,103,35.9,5,1.4,1.2,+3.6,18,31,9,6,47,Matches
818,Gerardo Valenzuela,us USA,"MF,FW",FC Cincinnati,21-034,2004,9.3,269,332,81.0,3656,855,155,174,89.1,88,107,82.2,8,16,50.0,1,1.6,0.8,-0.6,17,13,6,2,30,Matches
819,Kerwin Vargas,co COL,"FW,MF",Charlotte,23-303,2002,19.0,574,721,79.6,9408,2471,300,340,88.2,215,264,81.4,47,85,55.3,3,3.5,4.0,-0.5,25,40,33,15,59,Matches
820,Obed Vargas,mx MEX,MF,Seattle Sounders,20-088,2005,25.2,1163,1350,86.1,17507,4319,636,699,91.0,419,484,86.6,61,80,76.3,1,2.3,2.2,-1.3,21,111,20,0,141,Matches
821,Indiana Vassilev,us USA,MF,Philadelphia Union,24-258,2001,21.8,532,697,76.3,7688,2201,295,340,86.8,184,232,79.3,24,56,42.9,2,2.3,3.1,-0.3,22,64,22,6,75,Matches
822,Brandon Vazquez,us USA,FW,Austin,27-018,1998,17.8,188,301,62.5,3302,640,86,128,67.2,70,105,66.7,25,39,64.1,0,0.6,0.7,-0.6,9,17,4,0,25,Matches
823,David Vazquez,us USA,MF,Philadelphia Union,19-252,2006,0.2,10,11,90.9,184,26,3,3,100.0,6,6,100.0,1,2,50.0,0,0.0,0.0,0.0,0,1,0,0,0,Matches
824,David Vazquez,us USA,"FW,MF",San Diego FC,19-252,2006,2.0,59,80,73.8,768,198,42,52,80.8,13,20,65.0,3,5,60.0,0,0.1,0.2,-0.1,2,3,1,0,5,Matches
825,Kristoffer Velde,no NOR,"FW,MF",Portland Timbers,26-053,1999,7.2,146,212,68.9,2622,983,66,80,82.5,53,73,72.6,22,47,46.8,2,2.1,2.7,-0.1,15,19,13,2,33,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
826,Brayan Vera,co COL,DF,Real Salt Lake,26-290,1999,22.0,1162,1336,87.0,23327,8294,391,423,92.4,605,647,93.5,150,232,64.7,0,0.9,0.7,-0.9,7,108,5,2,86,Matches
827,Oscar Verhoeven,us USA,DF,San Diego FC,19-154,2006,11.1,553,654,84.6,8391,2256,314,342,91.8,206,237,86.9,23,45,51.1,0,1.3,0.8,-1.3,8,23,12,4,31,Matches
828,Oscar Verhoeven,us USA,MF,SJ Earthquakes,19-154,2006,0.1,8,8,100.0,131,52,4,4,100.0,4,4,100.0,0,0,,0,0.0,0.0,0.0,0,2,0,0,4,Matches
829,Ranko Veselinović,rs SRB,DF,Vancouver W'caps,26-222,1999,19.5,1052,1112,94.6,20561,5943,297,316,94.0,667,672,99.3,82,113,72.6,0,0.2,0.3,-0.2,4,63,0,0,41,Matches
830,Felipe Vieira,br BRA,DF,Houston Dynamo,20-265,2005,19.2,780,888,87.8,11726,4240,442,472,93.6,284,319,89.0,37,64,57.8,1,2.2,1.8,-1.2,9,48,7,2,58,Matches
831,Ronaldo Vieira,gw GNB,MF,SJ Earthquakes,27-105,1998,6.0,267,302,88.4,4965,1342,108,118,91.5,127,138,92.0,27,33,81.8,0,0.1,0.4,-0.1,4,39,3,1,36,Matches
832,Jules-Anthony Vilsaint,ca CAN,FW,Toronto FC,22-299,2003,2.0,29,42,69.0,517,41,12,17,70.6,14,16,87.5,3,6,50.0,0,0.0,0.0,0.0,1,1,0,0,3,Matches
833,Jules-Anthony Vilsaint,ca CAN,"FW,MF",CF Montréal,22-299,2003,2.5,34,49,69.4,510,143,14,21,66.7,14,17,82.4,2,3,66.7,1,0.3,0.6,+0.7,3,0,4,3,2,Matches
834,Sam Vines,us USA,DF,Colorado Rapids,26-154,1999,14.1,636,775,82.1,9651,3541,345,375,92.0,245,292,83.9,28,72,38.9,2,1.4,1.0,+0.6,10,55,10,5,62,Matches
835,Pedro Vite,ec ECU,"MF,FW",Vancouver W'caps,23-237,2002,15.5,687,864,79.5,12055,4159,320,347,92.2,258,307,84.0,80,143,55.9,2,3.9,4.7,-1.9,32,99,40,15,124,Matches
836,Robert Voloder,ba BIH,DF,Sporting KC,24-176,2001,16.6,840,949,88.5,16498,5599,276,294,93.9,457,485,94.2,100,147,68.0,0,0.0,0.2,0.0,0,55,1,0,59,Matches
837,Giacomo Vrioni,al ALB,"FW,MF",CF Montréal,27-017,1998,4.6,34,48,70.8,518,77,19,24,79.2,9,14,64.3,2,3,66.7,0,0.3,0.1,-0.3,2,0,1,0,4,Matches
838,Kai Wagner,de GER,DF,Philadelphia Union,28-259,1997,30.8,1416,2080,68.1,27766,13727,611,698,87.5,561,774,72.5,229,521,44.0,10,11.1,10.0,-1.1,93,138,56,29,157,Matches
839,Conrad Wallem,no NOR,"DF,MF",St. Louis,25-145,2000,26.9,1072,1318,81.3,16779,5026,574,653,87.9,379,449,84.4,73,123,59.3,2,2.7,3.5,-0.7,37,68,39,17,114,Matches
840,Joel Waterman,ca CAN,DF,Chicago Fire,29-281,1996,5.9,375,412,91.0,7232,3127,127,137,92.7,208,215,96.7,39,57,68.4,0,0.0,0.0,0.0,0,23,0,0,11,Matches
841,Joel Waterman,ca CAN,DF,CF Montréal,29-281,1996,16.0,1004,1160,86.6,19476,7230,350,368,95.1,523,564,92.7,118,190,62.1,1,0.8,0.8,+0.2,8,83,6,1,84,Matches
842,Sydney Wathuta,ca CAN,MF,Colorado Rapids,21-143,2004,0.0,2,2,100.0,10,1,1,1,100.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
843,Akil Watts,us USA,"MF,DF",St. Louis,25-270,2000,15.8,395,550,71.8,5994,1839,209,245,85.3,158,215,73.5,16,48,33.3,0,1.0,1.1,-1.0,9,28,14,3,47,Matches
844,Patrick Weah,lr LBR,MF,Atlanta Utd,21-331,2003,0.1,2,3,66.7,31,3,1,1,100.0,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
845,Marcelo Weigandt,ar ARG,DF,Inter Miami,25-294,2000,17.1,874,1019,85.8,13960,4646,460,487,94.5,332,376,88.3,56,98,57.1,2,1.4,1.7,+0.6,10,49,18,7,70,Matches
846,Michael Wentzel,de GER,DF,St. Louis,23-205,2002,1.1,69,75,92.0,1351,372,24,25,96.0,39,40,97.5,6,9,66.7,0,0.0,0.0,0.0,0,1,0,0,0,Matches
847,Francis Westfield,us USA,DF,Philadelphia Union,19-327,2005,19.2,625,928,67.3,10238,5273,321,384,83.6,234,340,68.8,56,143,39.2,3,2.7,2.8,+0.3,20,64,29,12,81,Matches
848,Ashley Westwood,eng ENG,MF,Charlotte,35-214,1990,32.0,1616,1956,82.6,31180,10107,613,662,92.6,761,872,87.3,212,355,59.7,4,3.4,3.7,+0.6,38,194,40,2,183,Matches
849,Brian White,us USA,FW,Vancouver W'caps,29-271,1996,18.6,209,285,73.3,3165,402,108,136,79.4,80,104,76.9,11,11,100.0,1,1.9,0.8,-0.9,14,12,5,0,22,Matches
850,Adrian Wibowo,id IDN,FW,LAFC,19-288,2006,0.2,7,8,87.5,70,18,3,4,75.0,2,2,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,1,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
851,Derrick Williams,ie IRL,DF,Atlanta Utd,32-288,1993,14.7,743,867,85.7,15855,5768,183,198,92.4,445,470,94.7,104,178,58.4,0,0.0,0.8,0.0,1,76,4,1,56,Matches
852,Samuel Williams,us USA,MF,Chicago Fire,20-228,2005,3.5,129,157,82.2,1820,500,72,82,87.8,48,56,85.7,5,8,62.5,0,0.0,0.1,0.0,1,12,1,0,14,Matches
853,Thomas Williams,us USA,DF,Orlando City,21-078,2004,0.1,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
854,Eryk Williamson,us USA,"MF,FW",Charlotte,28-143,1997,7.6,281,340,82.6,4553,1261,127,145,87.6,117,135,86.7,22,35,62.9,1,0.5,0.9,+0.5,7,32,9,0,48,Matches
855,Joe Willis,us USA,GK,Nashville SC,37-083,1988,34.0,920,1136,81.0,21374,14272,256,258,99.2,452,461,98.0,204,409,49.9,0,0.0,0.0,0.0,0,16,0,0,0,Matches
856,Bruno Wilson,pt POR,DF,SJ Earthquakes,28-309,1996,13.6,610,700,87.1,12953,4782,141,159,88.7,375,401,93.5,87,127,68.5,0,0.0,0.2,0.0,0,33,0,0,44,Matches
857,Henry Wingo,us USA,DF,Toronto FC,30-028,1995,3.1,135,165,81.8,2536,915,53,57,93.0,68,79,86.1,12,24,50.0,0,0.1,0.0,-0.1,1,22,0,0,6,Matches
858,Hannes Wolf,at AUT,"FW,MF",NYCFC,26-199,1999,29.2,862,1153,74.8,11323,2897,559,670,83.4,227,299,75.9,27,64,42.2,5,3.6,3.5,+1.4,35,35,55,10,115,Matches
859,Owen Wolff,us USA,"MF,FW",Austin,20-306,2004,28.7,968,1209,80.1,15724,4665,504,544,92.6,345,404,85.4,84,167,50.3,7,6.0,5.7,+1.0,64,82,42,12,125,Matches
860,Tyler Wolff,us USA,"FW,MF",Real Salt Lake,22-261,2003,4.0,83,118,70.3,1343,362,48,58,82.8,25,35,71.4,8,12,66.7,0,0.5,0.3,-0.5,6,6,2,1,7,Matches
861,Elijah Wynder,us USA,MF,LA Galaxy,22-236,2003,10.6,342,417,82.0,5061,1184,188,211,89.1,127,150,84.7,13,21,61.9,0,0.5,0.8,-0.5,9,26,7,1,39,Matches
862,Miki Yamane,jp JPN,DF,LA Galaxy,31-314,1993,24.6,1280,1527,83.8,19415,6505,693,747,92.8,492,595,82.7,55,101,54.5,4,3.6,4.2,+0.4,25,86,31,10,109,Matches
863,Dominik Yankov,bg BUL,MF,CF Montréal,25-096,2000,0.3,12,12,100.0,186,49,6,6,100.0,5,5,100.0,1,1,100.0,0,0.1,0.1,-0.1,2,0,1,0,2,Matches
864,Darren Yapi,us USA,"FW,MF",Colorado Rapids,20-347,2004,15.9,212,319,66.5,2525,576,148,192,77.1,49,75,65.3,2,7,28.6,2,1.3,0.8,+0.7,16,19,7,0,24,Matches
865,Joshua Yaro,gh GHA,DF,St. Louis,30-348,1994,14.1,555,631,88.0,9954,3435,205,222,92.3,306,326,93.9,37,62,59.7,0,0.0,0.2,0.0,1,27,1,1,33,Matches
866,Patrick Yazbek,au AUS,MF,Nashville SC,23-210,2002,23.4,1122,1264,88.8,19239,4878,506,546,92.7,502,543,92.4,98,138,71.0,0,0.8,0.9,-0.8,15,89,10,2,84,Matches
867,Kelvin Yeboah,it ITA,FW,Minnesota Utd,25-179,2000,22.7,241,363,66.4,3147,620,152,202,75.2,64,95,67.4,9,12,75.0,0,0.9,1.5,-0.9,14,11,12,0,28,Matches
868,Yaw Yeboah,gh GHA,"MF,FW",LAFC,28-218,1997,5.1,200,233,85.8,3092,685,116,124,93.5,75,88,85.2,7,10,70.0,0,0.8,0.2,-0.8,5,18,2,0,17,Matches
869,DeAndre Yedlin,us USA,DF,FC Cincinnati,32-115,1993,21.9,802,999,80.3,13293,4438,368,416,88.5,361,433,83.4,52,104,50.0,4,2.3,1.9,+1.7,24,45,14,4,59,Matches
870,DeAndre Yedlin,us USA,DF,Real Salt Lake,32-115,1993,7.0,399,470,84.9,6579,2410,181,193,93.8,181,203,89.2,25,48,52.1,0,0.2,0.5,-0.2,5,45,7,2,45,Matches
871,Maya Yoshida,jp JPN,DF,LA Galaxy,37-069,1988,26.1,1866,2013,92.7,33628,13182,779,801,97.3,910,960,94.8,152,215,70.7,0,1.0,0.9,-1.0,8,119,5,0,86,Matches
872,Jackson Yueill,us USA,MF,NE Revolution,28-227,1997,8.1,398,458,86.9,6429,1617,195,213,91.5,167,181,92.3,25,39,64.1,0,0.2,0.2,-0.2,7,23,1,0,16,Matches
873,Alhassan Yusuf,ng NGA,MF,NE Revolution,25-106,2000,32.6,1627,1855,87.7,26246,6513,789,871,90.6,656,712,92.1,119,153,77.8,1,2.3,2.1,-1.3,33,157,24,1,207,Matches
874,Wilfried Zaha,ci CIV,"FW,MF",Charlotte,32-356,1992,30.4,1047,1254,83.5,16857,3623,549,614,89.4,409,453,90.3,65,100,65.0,5,5.1,4.9,-0.1,39,72,72,5,148,Matches
875,Joseph Zalinsky,us USA,DF,St. Louis,22-302,2003,2.5,98,119,82.4,1568,500,46,53,86.8,39,40,97.5,6,14,42.9,0,0.3,0.7,-0.3,3,5,3,2,10,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
876,Eriq Zavaleta,sv SLV,DF,LA Galaxy,33-091,1992,1.6,81,90,90.0,1290,460,43,45,95.6,34,36,94.4,3,7,42.9,0,0.0,0.1,0.0,0,1,0,0,0,Matches
877,Sean Zawadzki,us USA,"DF,MF",Columbus Crew,25-194,2000,27.0,1765,1904,92.7,29661,13879,850,879,96.7,782,823,95.0,110,160,68.8,0,0.9,1.8,-0.9,13,134,8,0,136,Matches
878,Walker Zimmerman,us USA,DF,Nashville SC,32-166,1993,17.0,926,1022,90.6,17111,7240,323,343,94.2,533,556,95.9,64,107,59.8,2,1.1,0.4,+0.9,8,51,2,0,44,Matches
879,Philip Zinckernagel,dk DEN,"FW,MF",Chicago Fire,30-320,1994,28.0,709,1037,68.4,11011,3651,392,477,82.2,218,300,72.7,66,168,39.3,12,7.6,7.3,+4.4,64,49,36,4,93,Matches
880,Rida Zouhir,ca CAN,"MF,FW",D.C. United,21-343,2003,3.7,171,231,74.0,3105,756,83,98,84.7,61,73,83.6,24,42,57.1,0,0.3,0.4,-0.3,3,13,4,3,16,Matches
881,Dario Župarić,ba BIH,DF,Portland Timbers,33-182,1992,17.4,759,861,88.2,14336,6035,267,285,93.7,423,459,92.2,62,104,59.6,0,0.1,0.3,-0.1,3,42,2,1,41,Matches
882,Mateja Đorđević,rs SRB,DF,Austin,22-288,2003,3.6,109,134,81.3,2274,768,28,32,87.5,70,78,89.7,11,20,55.0,0,0.0,0.0,0.0,0,5,0,0,6,Matches
