Unnamed: 0_level_0_Rk,Unnamed: 1_level_0_Player,Unnamed: 2_level_0_Nation,Unnamed: 3_level_0_Pos,Unnamed: 4_level_0_Squad,Unnamed: 5_level_0_Age,Unnamed: 6_level_0_Born,Unnamed: 7_level_0_90s,SCA_SCA,SCA_SCA90,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA_GCA,GCA_GCA90,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,Unnamed: 24_level_0_Matches
144,Wikelman Carmona,ve VEN,"FW,MF",NY Red Bulls,22-250,2003,21.0,31,1.48,22,0,1,3,5,0,5,0.24,3,0,0,1,1,0,Matches
145,Maximo Carrizo,us USA,"MF,FW",NYCFC,17-246,2008,1.0,2,2.02,2,0,0,0,0,0,1,1.01,1,0,0,0,0,0,Matches
146,Julio Cascante,cr CRC,DF,Austin,32-029,1993,8.4,6,0.72,5,0,0,1,0,0,1,0.12,1,0,0,0,0,0,Matches
147,Jackson Castro,us USA,MF,Vancouver W'caps,22-312,2002,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
148,Nico Cavallo,us USA,"DF,MF",NYCFC,23-309,2001,3.5,6,1.69,6,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
149,Brayan Ceballos,co COL,DF,NE Revolution,24-161,2001,28.3,13,0.46,11,0,0,1,1,0,0,0.00,0,0,0,0,0,0,Matches
150,Roman Celentano,us USA,GK,FC Cincinnati,25-048,2000,30.0,4,0.13,2,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
151,Edwin Cerrillo,us USA,MF,LA Galaxy,25-029,2000,29.7,62,2.09,54,1,0,5,0,2,4,0.13,3,0,0,1,0,0,Matches
152,Dylan Chambost,fr FRA,MF,Columbus Crew,28-074,1997,29.2,99,3.39,78,12,1,2,3,3,10,0.34,8,2,0,0,0,0,Matches
153,Tomás Chancalay,ar ARG,"FW,MF",NE Revolution,26-304,1999,13.1,45,3.45,25,9,6,3,2,0,3,0.23,1,1,0,0,1,0,Matches
154,Kieran Chandler,us USA,DF,Minnesota Utd,20-145,2005,0.7,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
155,Maxime Chanot,lu LUX,DF,LAFC,35-345,1989,0.7,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
156,Diego Chará,co COL,MF,Portland Timbers,39-210,1986,13.3,23,1.73,21,0,0,0,0,2,2,0.15,2,0,0,0,0,0,Matches
157,Gabriel Chaves,br BRA,FW,LA Galaxy,24-263,2001,27.5,93,3.39,59,6,14,9,4,1,14,0.51,11,0,1,1,1,0,Matches
158,Yevhen Cheberko,ua UKR,DF,Columbus Crew,27-282,1998,25.7,31,1.21,28,1,0,0,1,1,0,0.00,0,0,0,0,0,0,Matches
159,Ștefan Chirilă,ro ROU,MF,FC Cincinnati,18-290,2007,0.1,1,11.25,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
160,Mathieu Choiniere,ca CAN,MF,LAFC,26-267,1999,7.1,20,2.80,18,0,0,1,0,1,2,0.28,2,0,0,0,0,0,Matches
161,Dominik Chong Qui,us USA,DF,Atlanta Utd,17-307,2007,1.7,2,1.21,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
162,Léo Chú,br BRA,"FW,MF",FC Dallas,25-209,2000,2.3,3,1.29,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
163,José Cifuentes,ec ECU,MF,Toronto FC,26-234,1999,5.4,14,2.59,12,0,0,1,1,0,2,0.37,1,0,0,1,0,0,Matches
164,Markus Cimermancic,ca CAN,"DF,MF",Toronto FC,21-031,2004,2.9,6,2.09,5,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
165,Caden Clark,us USA,"FW,MF",D.C. United,22-158,2003,1.6,4,2.57,3,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
166,Caden Clark,us USA,"FW,MF",CF Montréal,22-158,2003,17.4,49,2.81,32,1,2,6,5,3,7,0.40,5,0,0,1,0,1,Matches
167,Noah Cobb,us USA,"DF,FW",Atlanta Utd,20-104,2005,4.8,2,0.42,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
168,Noah Cobb,us USA,DF,Colorado Rapids,20-104,2005,4.0,1,0.25,0,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
169,Alonso Coello,es ESP,MF,Toronto FC,26-020,1999,24.1,67,2.78,49,12,0,2,0,4,2,0.08,2,0,0,0,0,0,Matches
170,Michael Collodi,us USA,GK,FC Dallas,24-160,2001,8.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
171,Theo Corbeanu,ca CAN,"FW,MF",Toronto FC,23-168,2002,25.6,70,2.74,51,0,8,6,4,1,6,0.23,3,0,1,1,1,0,Matches
172,Matthew Corcoran,us USA,MF,Nashville SC,19-257,2006,2.9,7,2.45,6,0,0,0,0,1,2,0.70,2,0,0,0,0,0,Matches
173,Carlos Coronel,py PAR,GK,NY Red Bulls,28-307,1996,31.0,4,0.13,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
174,David Costa,pt POR,"MF,FW",Portland Timbers,24-300,2001,27.9,112,4.01,88,16,3,4,1,0,10,0.36,10,0,0,0,0,0,Matches
175,Vitor Costa,br BRA,"DF,MF",SJ Earthquakes,31-123,1994,17.9,50,2.79,42,1,1,2,4,0,6,0.33,5,0,0,0,1,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
176,Baye Coulibaly,ml MLI,MF,Charlotte,19-297,2006,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
177,Antoine Coupland,ca CAN,FW,Vancouver W'caps,21-324,2003,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
178,Brandan Craig,us USA,"DF,MF",CF Montréal,21-208,2004,16.0,21,1.31,14,4,0,2,0,1,1,0.06,1,0,0,0,0,0,Matches
179,Ben Cremaschi,us USA,"MF,FW",Inter Miami,20-244,2005,15.4,32,2.07,23,7,0,1,0,1,4,0.26,3,1,0,0,0,0,Matches
180,Maxime Crépeau,ca CAN,GK,Portland Timbers,31-174,1994,15.0,3,0.20,1,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
181,Andrés Cubas,py PAR,MF,Vancouver W'caps,29-163,1996,22.0,30,1.37,27,0,1,0,0,2,2,0.09,2,0,0,0,0,0,Matches
182,Mauricio Cuevas,us USA,"DF,FW",LA Galaxy,22-264,2003,8.8,27,3.08,24,1,1,0,1,0,7,0.80,7,0,0,0,0,0,Matches
183,Christopher Cupps,us USA,DF,Chicago Fire,17-159,2008,3.2,1,0.32,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
184,Hugo Cuypers,be BEL,FW,Chicago Fire,28-267,1997,31.1,74,2.38,50,0,6,13,5,0,6,0.19,3,0,2,0,1,0,Matches
185,Bruno Damiani,uy URU,"FW,MF",Philadelphia Union,23-197,2002,22.6,61,2.70,47,0,0,8,6,0,4,0.18,3,0,0,1,0,0,Matches
186,Dagur Dan Þórhallsson,is ISL,"MF,DF",Orlando City,25-183,2000,12.4,31,2.50,28,0,1,1,1,0,2,0.16,1,0,0,0,1,0,Matches
187,Daniel,br BRA,GK,SJ Earthquakes,31-179,1994,27.7,4,0.14,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
188,Jesús Daniel Bueno,ve VEN,MF,Philadelphia Union,26-200,1999,10.1,28,2.79,17,4,0,4,2,1,0,0.00,0,0,0,0,0,0,Matches
189,Héctor David Martínez,py PAR,DF,Inter Miami,27-284,1998,4.2,3,0.71,3,0,0,0,0,0,1,0.24,1,0,0,0,0,0,Matches
190,Juan David Mosquera,co COL,DF,Portland Timbers,23-057,2002,25.2,55,2.18,46,3,2,1,3,0,7,0.28,6,0,0,0,1,0,Matches
191,Edward Davis,us USA,FW,Philadelphia Union,19-137,2006,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
192,Jake Davis,us USA,"MF,DF",Sporting KC,23-302,2002,20.7,52,2.51,44,2,2,2,2,0,5,0.24,5,0,0,0,0,0,Matches
193,Pedro De la Vega,ar ARG,"FW,MF",Seattle Sounders,24-267,2001,13.0,46,3.53,31,1,8,4,1,1,5,0.38,3,0,0,2,0,0,Matches
194,Rodrigo De Paul,ar ARG,MF,Inter Miami,31-161,1994,9.9,42,4.25,33,6,0,1,2,0,5,0.51,2,2,0,0,1,0,Matches
195,Osaze De Rosario,gy GUY,FW,Seattle Sounders,24-105,2001,2.9,1,0.35,0,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
196,Jonathan Dean,us USA,"DF,MF",Chicago Fire,28-170,1997,18.6,27,1.45,20,3,0,3,1,0,4,0.22,4,0,0,0,0,0,Matches
197,Louicius Deedson,ht HAI,FW,FC Dallas,24-263,2001,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
198,Marky Delgado,us USA,MF,LAFC,30-169,1995,28.6,93,3.26,81,1,2,2,3,4,14,0.49,14,0,0,0,0,0,Matches
199,Patrickson Delgado,ec ECU,"MF,FW",FC Dallas,22-015,2003,19.0,51,2.69,37,7,0,4,2,1,8,0.42,6,1,0,1,0,0,Matches
200,Kévin Denkey,tg TOG,FW,FC Cincinnati,24-336,2000,25.3,67,2.65,47,0,5,8,5,2,6,0.24,4,0,1,0,1,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
201,Mikkel Desler,dk DEN,"DF,MF",Austin,30-255,1995,14.9,17,1.14,16,0,1,0,0,0,3,0.20,3,0,0,0,0,0,Matches
202,Djibril Diani,fr FRA,MF,Charlotte,27-263,1998,12.8,13,1.02,12,1,0,0,0,0,2,0.16,2,0,0,0,0,0,Matches
203,Jefferson Díaz,co COL,DF,Minnesota Utd,24-331,2000,21.1,25,1.18,20,0,2,3,0,0,4,0.19,4,0,0,0,0,0,Matches
204,Luis Díaz,cr CRC,"FW,DF",NE Revolution,26-330,1998,4.4,19,4.28,12,0,1,2,4,0,3,0.68,2,0,0,1,0,0,Matches
205,Mamadou Dieng,sn SEN,FW,Minnesota Utd,21-270,2004,1.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
206,Javairô Dilrosun,nl NED,FW,LAFC,27-132,1998,4.8,12,2.52,8,0,1,2,1,0,1,0.21,0,0,0,1,0,0,Matches
207,Hamady Diop,sn SEN,DF,San Diego FC,23-148,2002,2.2,8,3.67,7,0,0,1,0,0,1,0.46,1,0,0,0,0,0,Matches
208,Innocent Dje,ci CIV,MF,Chicago Fire,22-180,2003,13.0,17,1.31,14,0,0,1,1,1,2,0.15,2,0,0,0,0,0,Matches
209,Derek Dodson,us USA,"DF,MF",D.C. United,26-363,1998,6.4,12,1.87,9,1,2,0,0,0,2,0.31,1,1,0,0,0,0,Matches
210,Maxime Dominguez,ch SUI,MF,Toronto FC,29-273,1996,15.7,37,2.36,34,0,1,0,0,2,4,0.25,4,0,0,0,0,0,Matches
211,Ronald Donkor,ml MLI,MF,NY Red Bulls,20-346,2004,9.6,38,3.94,37,0,0,0,0,1,5,0.52,5,0,0,0,0,0,Matches
212,Christopher Donovan,us USA,"FW,MF",Philadelphia Union,25-085,2000,6.1,18,2.97,14,0,0,1,3,0,2,0.33,2,0,0,0,0,0,Matches
213,Griffin Dorsey,us USA,DF,Houston Dynamo,26-241,1999,29.6,65,2.19,54,1,4,4,2,0,6,0.20,6,0,0,0,0,0,Matches
214,C.J. dos Santos,us USA,GK,San Diego FC,25-069,2000,30.0,3,0.10,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
215,Hassani Dotson,us USA,MF,Minnesota Utd,28-087,1997,4.6,9,1.95,8,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
216,Souleyman Doumbia,ci CIV,DF,Charlotte,29-038,1996,6.7,5,0.75,5,0,0,0,0,0,2,0.30,2,0,0,0,0,0,Matches
217,Anders Dreyer,dk DEN,FW,San Diego FC,27-183,1998,33.5,154,4.59,111,18,9,11,4,1,30,0.89,22,3,3,2,0,0,Matches
218,Manu Duah,gh GHA,DF,San Diego FC,20-149,2005,11.5,13,1.13,12,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
219,Nicolás Dubersarsky,ar ARG,MF,Austin,20-315,2004,7.7,12,1.55,10,0,1,0,0,1,5,0.65,3,0,1,0,0,1,Matches
220,Erik Duenas,us USA,"MF,FW",Houston Dynamo,21-014,2004,1.8,7,3.99,5,0,1,1,0,0,2,1.14,1,0,0,1,0,0,Matches
221,Morris Duggan,de GER,DF,Minnesota Utd,25-008,2000,14.6,14,0.96,13,0,0,1,0,0,3,0.21,2,0,0,1,0,0,Matches
222,Bryce Duke,us USA,"MF,FW",CF Montréal,24-246,2001,7.5,31,4.11,20,4,1,3,3,0,2,0.27,0,1,0,0,1,0,Matches
223,Kyle Duncan,us USA,DF,NY Red Bulls,28-085,1997,17.0,37,2.18,30,1,1,2,2,1,5,0.29,5,0,0,0,0,0,Matches
224,Chris Durkin,us USA,MF,St. Louis,25-266,2000,12.3,22,1.79,20,0,0,1,1,0,2,0.16,2,0,0,0,0,0,Matches
225,Leonard Duru,eng ENG,DF,San Diego FC,20-293,2005,0.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
226,Jeremy Ebobisse,us USA,FW,LAFC,28-260,1997,9.7,25,2.57,18,0,1,4,2,0,3,0.31,1,0,0,1,1,0,Matches
227,Ender Echenique,ve VEN,"DF,FW",FC Cincinnati,21-213,2004,5.6,19,3.37,13,0,2,2,1,1,1,0.18,1,0,0,0,0,0,Matches
228,Daniel Edelman,us USA,MF,NY Red Bulls,22-187,2003,22.4,31,1.38,25,0,1,1,2,2,2,0.09,2,0,0,0,0,0,Matches
229,Earl Edwards Jr.,us USA,GK,SJ Earthquakes,33-281,1992,6.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
230,Matthew Edwards,us USA,DF,Atlanta Utd,22-257,2003,13.4,21,1.56,19,1,0,1,0,0,3,0.22,2,0,0,1,0,0,Matches
231,Michael Edwards,us USA,DF,Colorado Rapids,24-339,2000,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
232,Raheem Edwards,ca CAN,DF,NY Red Bulls,30-109,1995,15.9,42,2.65,28,12,1,0,1,0,4,0.25,3,0,0,0,1,0,Matches
233,Noah Eile,se SWE,DF,NY Red Bulls,23-105,2002,29.0,27,0.93,24,1,1,1,0,0,4,0.14,3,0,0,1,0,0,Matches
234,Jack Elliott,eng ENG,DF,Chicago Fire,30-068,1995,32.6,22,0.67,18,0,0,3,0,1,5,0.15,2,0,0,3,0,0,Matches
235,Justin Ellis,us USA,FW,Orlando City,18-171,2007,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
236,Rayan Elloumi,ca CAN,FW,Vancouver W'caps,18-045,2007,2.3,3,1.33,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
237,Emeka Eneli,us USA,MF,Real Salt Lake,26-014,1999,20.1,56,2.79,47,1,3,1,4,0,3,0.15,3,0,0,0,0,0,Matches
238,Lukas Engel,dk DEN,DF,FC Cincinnati,26-322,1998,30.2,61,2.02,53,1,3,2,0,2,11,0.36,8,0,2,1,0,0,Matches
239,Lawrence Ennali,de GER,"MF,FW",Houston Dynamo,23-239,2002,11.0,39,3.53,26,0,6,2,4,1,6,0.54,4,0,0,0,1,1,Matches
240,Boris Enow,cm CMR,MF,D.C. United,25-216,2000,18.2,29,1.60,27,0,1,0,0,1,3,0.17,2,0,0,0,0,1,Matches
241,Ramiro Enrique,ar ARG,FW,Orlando City,24-181,2001,10.5,20,1.91,13,0,2,4,0,1,3,0.29,2,0,1,0,0,0,Matches
242,Franco Escobar,ar ARG,DF,Houston Dynamo,30-253,1995,17.4,29,1.66,22,2,2,2,1,0,5,0.29,2,0,1,2,0,0,Matches
243,Olger Escobar,gt GUA,MF,CF Montréal,19-051,2006,5.0,21,4.20,15,0,4,0,2,0,3,0.60,1,0,0,0,2,0,Matches
244,Cristian Espinoza,ar ARG,"MF,FW",SJ Earthquakes,30-212,1995,29.9,193,6.46,119,61,7,2,2,2,20,0.67,14,5,0,0,1,0,Matches
245,Derrick Etienne,ht HAI,"FW,DF",Toronto FC,28-341,1996,11.0,16,1.46,13,0,0,0,2,1,3,0.27,3,0,0,0,0,0,Matches
246,Evander,br BRA,MF,FC Cincinnati,27-145,1998,30.4,177,5.82,100,34,14,12,15,2,23,0.76,14,3,2,2,2,0,Matches
247,Nicolás Ezequiel Fernández,ar ARG,FW,NYCFC,25-294,2000,9.8,42,4.28,24,7,5,1,4,1,4,0.41,2,1,1,0,0,0,Matches
248,Diego Fagúndez,uy URU,"MF,FW",LA Galaxy,30-260,1995,27.4,96,3.50,75,18,2,0,1,0,2,0.07,2,0,0,0,0,0,Matches
249,Maximiliano Falcón,uy URU,DF,Inter Miami,28-184,1997,20.8,4,0.19,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
250,Fallou Fall,sn SEN,DF,St. Louis,21-200,2004,6.5,11,1.68,9,0,1,1,0,0,1,0.15,1,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
251,Marco Farfan,us USA,DF,FC Dallas,26-354,1998,14.3,20,1.39,16,2,0,0,2,0,1,0.07,1,0,0,0,0,0,Matches
252,Jordan Farr,us USA,GK,D.C. United,31-027,1994,2.8,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
253,Andrew Farrell,us USA,"MF,DF",NE Revolution,33-213,1992,0.3,1,3.91,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
254,Logan Farrington,us USA,"FW,MF",FC Dallas,23-322,2001,17.4,41,2.35,26,0,3,4,7,1,5,0.29,4,0,0,0,1,0,Matches
255,Mohamed Farsi,dz ALG,"DF,MF",Columbus Crew,25-320,1999,16.5,43,2.61,39,1,1,1,1,0,7,0.43,7,0,0,0,0,0,Matches
256,Ilay Feingold,il ISR,DF,NE Revolution,21-070,2004,24.9,46,1.85,35,2,6,0,3,0,5,0.20,5,0,0,0,0,0,Matches
257,Joaquín Fernández,es ESP,DF,Sporting KC,29-154,1996,14.4,10,0.69,9,1,0,0,0,0,4,0.28,3,1,0,0,0,0,Matches
258,Julián Fernández,ar ARG,"FW,MF",NYCFC,21-302,2004,15.7,73,4.66,49,11,4,4,2,3,4,0.26,4,0,0,0,0,0,Matches
259,Nick Fernandez,us USA,MF,SJ Earthquakes,23-314,2001,1.3,2,1.54,0,1,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
260,Omir Fernandez,us USA,"MF,FW",Colorado Rapids,26-266,1999,2.0,13,6.43,11,0,1,1,0,0,2,0.99,2,0,0,0,0,0,Matches
261,Omir Fernandez,us USA,"MF,FW",Portland Timbers,26-266,1999,4.7,16,3.38,12,2,0,1,1,0,0,0.00,0,0,0,0,0,0,Matches
262,Jesús Ferreira,us USA,"FW,MF",Seattle Sounders,24-312,2000,24.2,80,3.31,64,8,2,6,0,0,10,0.41,8,0,0,2,0,0,Matches
263,Dominik Fitz,at AUT,"FW,MF",Minnesota Utd,26-138,1999,1.7,9,5.36,3,5,0,1,0,0,1,0.60,1,0,0,0,0,0,Matches
264,Kristian Fletcher,us USA,FW,D.C. United,20-087,2005,0.9,1,1.17,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
265,Nicolas Fleuriau,ca CAN,"DF,FW",Vancouver W'caps,23-164,2002,0.1,3,33.75,0,0,1,0,1,1,0,0.00,0,0,0,0,0,0,Matches
266,Deybi Flores,hn HON,MF,Toronto FC,29-138,1996,15.1,22,1.46,18,0,0,2,1,1,4,0.26,3,0,0,0,0,1,Matches
267,Gilberto Flores,py PAR,DF,FC Cincinnati,22-214,2003,13.1,10,0.76,5,1,0,0,1,3,1,0.08,0,0,0,0,0,1,Matches
268,Max Floriani,us USA,DF,SJ Earthquakes,22-268,2003,9.1,8,0.88,7,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
269,CJ Fodrey,us USA,"FW,MF",Austin,21-264,2004,3.7,13,3.48,10,0,2,1,0,0,2,0.54,2,0,0,0,0,0,Matches
270,Mamadou Fofana,ml MLI,DF,NE Revolution,27-284,1998,28.6,16,0.56,15,0,0,0,0,1,1,0.04,1,0,0,0,0,0,Matches
271,Emil Forsberg,se SWE,"MF,FW",NY Red Bulls,34-009,1991,31.8,109,3.42,71,19,4,4,11,0,14,0.44,10,2,1,1,0,0,Matches
272,Ajani Fortune,tt TRI,"MF,DF",Atlanta Utd,22-306,2002,8.7,25,2.87,21,1,0,1,2,0,0,0.00,0,0,0,0,0,0,Matches
273,Jimer Fory,co COL,DF,Portland Timbers,23-161,2002,22.9,31,1.35,24,4,0,0,1,2,3,0.13,2,1,0,0,0,0,Matches
274,André Franco,pt POR,MF,Chicago Fire,27-203,1998,4.4,23,5.18,14,5,1,2,1,0,7,1.58,3,1,1,1,1,0,Matches
275,Kobe Franklin,ca CAN,DF,Toronto FC,22-175,2003,8.7,11,1.26,7,2,0,1,1,0,0,0.00,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
276,Ian Fray,jm JAM,DF,Inter Miami,23-062,2002,13.7,20,1.46,16,0,1,0,3,0,4,0.29,4,0,0,0,0,0,Matches
277,Wayne Frederick,tt TRI,MF,Colorado Rapids,21-141,2004,2.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
278,Alex Freeman,us USA,DF,Orlando City,21-084,2004,27.3,103,3.78,80,2,10,7,3,1,5,0.18,3,0,0,1,0,1,Matches
279,Matt Freese,us USA,GK,NYCFC,27-060,1998,30.7,5,0.16,5,0,0,0,0,0,1,0.03,1,0,0,0,0,0,Matches
280,Stefan Frei,ch SUI,GK,Seattle Sounders,39-195,1986,26.0,2,0.08,1,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
281,Julian Gaines,us USA,"FW,DF",Nashville SC,22-361,2002,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
282,Jeffrey Gal,us USA,GK,Chicago Fire,32-209,1993,6.6,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
283,Jon Gallagher,ie IRL,"DF,MF",Austin,29-251,1996,26.2,43,1.64,39,3,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
284,Pedro Gallese,pe PER,GK,Orlando City,35-251,1990,32.0,4,0.12,4,0,0,0,0,0,1,0.03,1,0,0,0,0,0,Matches
285,Ignatius Ganago,cm CMR,"FW,MF",NE Revolution,26-258,1999,17.5,28,1.60,20,0,0,3,4,1,6,0.34,4,0,0,0,2,0,Matches
286,Carlos Garcés,co COL,DF,LA Galaxy,24-021,2001,19.1,12,0.63,11,0,0,1,0,0,1,0.05,1,0,0,0,0,0,Matches
287,Diego García,us USA,MF,FC Dallas,19-015,2006,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
288,Manu García,es ESP,MF,Sporting KC,27-303,1998,23.3,95,4.08,63,10,7,4,8,3,11,0.47,7,0,0,2,1,1,Matches
289,Ryan Gauld,sct SCO,FW,Vancouver W'caps,29-320,1995,2.7,17,6.24,12,3,0,2,0,0,2,0.73,2,0,0,0,0,0,Matches
290,Luka Gavran,ca CAN,GK,Toronto FC,25-176,2000,3.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
291,Dániel Gazdag,hu HUN,"MF,FW",Philadelphia Union,29-244,1996,5.5,22,4.01,19,0,0,0,2,1,3,0.55,3,0,0,0,0,0,Matches
292,Dániel Gazdag,hu HUN,"MF,FW",Columbus Crew,29-244,1996,22.9,52,2.27,44,0,2,3,3,0,8,0.35,6,0,0,0,2,0,Matches
293,Owen Géne,fr FRA,MF,Minnesota Utd,22-227,2003,7.3,7,0.96,7,0,0,0,0,0,2,0.27,2,0,0,0,0,0,Matches
294,Sharod George,us USA,MF,NE Revolution,21-175,2004,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
295,Joran Gerbet,fr FRA,MF,Orlando City,24-124,2001,12.4,18,1.45,16,0,0,0,2,0,2,0.16,1,0,0,0,1,0,Matches
296,Samuel Gidi,sk SVK,MF,FC Cincinnati,21-200,2004,3.3,4,1.20,3,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
297,Carles Gil,es ESP,"MF,FW",NE Revolution,32-344,1992,33.9,214,6.31,144,39,11,2,16,2,21,0.62,13,2,1,0,5,0,Matches
298,Thomas Gillier,cl CHI,GK,CF Montréal,21-157,2004,8.0,1,0.12,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
299,Blake Gillingham,us USA,GK,Houston Dynamo,23-021,2002,3.3,1,0.31,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
300,Jake Girdwood-Reich,au AUS,"DF,MF",St. Louis,21-159,2004,5.5,2,0.36,1,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
301,Olivier Giroud,fr FRA,FW,LAFC,39-032,1986,5.9,18,3.07,13,0,0,3,2,0,4,0.68,2,0,0,1,1,0,Matches
302,Dennis Gjengaar,no NOR,"FW,MF",NY Red Bulls,21-250,2004,8.5,13,1.54,10,0,0,2,0,1,3,0.35,1,0,0,2,0,0,Matches
303,Justen Glad,us USA,DF,Real Salt Lake,28-246,1997,30.9,32,1.04,27,1,0,1,2,1,5,0.16,4,0,0,0,1,0,Matches
304,Omari Glasgow,gy GUY,"DF,FW",Chicago Fire,21-344,2003,5.9,12,2.04,10,0,0,1,1,0,1,0.17,1,0,0,0,0,0,Matches
305,Ian Glavinovich,ar ARG,DF,Philadelphia Union,24-005,2001,2.9,1,0.35,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
306,Jakob Glesnes,no NOR,DF,Philadelphia Union,31-221,1994,29.2,32,1.10,24,3,0,3,1,1,3,0.10,1,1,0,1,0,0,Matches
307,Aníbal Godoy,pa PAN,MF,San Diego FC,35-264,1990,19.1,42,2.20,37,0,0,2,3,0,5,0.26,3,0,0,0,2,0,Matches
