Unnamed: 0_level_0_Rk,Unnamed: 1_level_0_Player,Unnamed: 2_level_0_Nation,Unnamed: 3_level_0_Pos,Unnamed: 4_level_0_Squad,Unnamed: 5_level_0_Age,Unnamed: 6_level_0_Born,Unnamed: 7_level_0_90s,SCA_SCA,SCA_SCA90,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA_GCA,GCA_GCA90,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,Unnamed: 24_level_0_Matches
472,Dominik Marczuk,pl POL,FW,Real Salt Lake,22-000,2003,9.6,16,1.66,14,0,0,2,0,0,2,0.21,1,0,0,1,0,0,Matches
473,Paul Marie,fr FRA,"FW,MF",SJ Earthquakes,30-222,1995,1.1,7,6.12,2,1,1,1,2,0,0,0.00,0,0,0,0,0,0,Matches
474,Adrián Marín,es ESP,DF,Orlando City,28-296,1997,3.6,8,2.20,7,1,0,0,0,0,2,0.55,2,0,0,0,0,0,Matches
475,Anthony Markanich,ph PHI,DF,Minnesota Utd,25-310,1999,21.1,36,1.71,27,0,3,3,1,2,7,0.33,4,0,1,2,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
476,Idan Markovich,il ISR,FW,Charlotte,21-084,2004,20.1,42,2.09,31,0,5,3,2,1,7,0.35,5,0,1,0,1,0,Matches
477,Marlon,br BRA,DF,LAFC,30-055,1995,7.0,2,0.29,1,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
478,Jahkeele Marshall-Rutty,ca CAN,DF,Charlotte,21-138,2004,20.0,23,1.15,22,0,0,0,0,1,6,0.30,6,0,0,0,0,0,Matches
479,Jahkeele Marshall-Rutty,ca CAN,"MF,DF",CF Montréal,21-138,2004,2.6,1,0.39,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
480,Alonso Martínez,cr CRC,FW,NYCFC,27-017,1998,27.7,62,2.24,30,0,12,12,7,1,10,0.36,2,0,2,3,3,0,Matches
481,David Martínez,ve VEN,FW,LAFC,19-267,2006,13.0,48,3.69,30,6,5,2,2,3,9,0.69,6,1,1,0,0,1,Matches
482,Josef Martínez,ve VEN,FW,SJ Earthquakes,32-166,1993,20.8,43,2.06,31,0,1,6,4,1,5,0.24,3,0,1,0,1,0,Matches
483,Thiago Martins,br BRA,DF,NYCFC,30-229,1995,30.0,13,0.43,11,0,0,1,0,1,1,0.03,1,0,0,0,0,0,Matches
484,Jimmy Maurer,us USA,GK,Houston Dynamo,37-018,1988,1.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
485,Eric Maxim Choupo-Moting,cm CMR,FW,NY Red Bulls,36-223,1989,30.6,85,2.78,64,1,8,4,7,1,11,0.36,6,0,1,1,3,0,Matches
486,Andreas Maxsø,dk DEN,DF,Colorado Rapids,31-228,1994,32.0,12,0.37,10,1,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
487,Salvatore Mazzaferro,ca CAN,DF,Atlanta Utd,24-021,2001,0.8,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
488,Olivier Mbaizo,cm CMR,DF,Philadelphia Union,28-078,1997,5.4,11,2.05,9,1,1,0,0,0,2,0.37,1,1,0,0,0,0,Matches
489,Kenji Mboma Dem,fr FRA,"DF,FW",FC Cincinnati,23-283,2002,0.9,3,3.21,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
490,John McCarthy,us USA,GK,NY Red Bulls,33-120,1992,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
491,John McCarthy,us USA,GK,LA Galaxy,33-120,1992,11.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
492,Jack McGlynn,us USA,"FW,MF",Houston Dynamo,22-117,2003,25.6,154,6.01,89,55,3,4,3,0,14,0.55,5,7,0,2,0,0,Matches
493,Zac McGraw,ca CAN,DF,Portland Timbers,28-146,1997,2.7,2,0.74,1,0,1,0,0,0,1,0.37,1,0,0,0,0,0,Matches
494,Duncan McGuire,us USA,FW,Orlando City,24-269,2001,8.1,28,3.45,23,0,0,2,3,0,2,0.25,2,0,0,0,0,0,Matches
495,Paddy McNair,nir NIR,DF,San Diego FC,30-188,1995,19.0,20,1.05,19,0,0,1,0,0,2,0.11,1,0,0,1,0,0,Matches
496,Brendan McSorley,us USA,FW,St. Louis,23-273,2002,3.1,9,2.92,6,0,0,1,1,1,0,0.00,0,0,0,0,0,0,Matches
497,Christopher McVey,se SWE,DF,San Diego FC,28-203,1997,31.7,40,1.26,37,1,0,2,0,0,1,0.03,1,0,0,0,0,0,Matches
498,Loïc Mesanvi,tg TOG,"FW,DF",Minnesota Utd,22-026,2003,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
499,Lionel Messi,ar ARG,"FW,MF",Inter Miami,38-130,1987,26.9,197,7.32,125,10,31,14,13,4,41,1.52,27,0,11,0,2,1,Matches
500,Wyatt Meyer,us USA,"MF,DF",Nashville SC,24-294,2001,2.6,2,0.77,1,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
501,Matt Miazga,us USA,DF,FC Cincinnati,30-105,1995,17.0,8,0.47,7,0,0,0,0,1,1,0.06,1,0,0,0,0,0,Matches
502,Novak Mićović,rs SRB,GK,LA Galaxy,24-007,2001,20.0,2,0.10,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
503,Alex Mighten,eng ENG,FW,San Diego FC,23-204,2002,11.7,28,2.40,15,0,5,5,3,0,1,0.09,0,0,0,0,1,0,Matches
504,Djordje Mihailovic,us USA,"MF,FW",Toronto FC,26-356,1998,9.8,40,4.06,22,15,0,2,1,0,6,0.61,5,0,0,1,0,0,Matches
505,Djordje Mihailovic,us USA,"MF,FW",Colorado Rapids,26-356,1998,22.8,97,4.25,53,28,3,4,7,2,12,0.53,10,1,1,0,0,0,Matches
506,Enea Mihaj,al ALB,DF,Atlanta Utd,27-119,1998,7.0,5,0.71,5,0,0,0,0,0,1,0.14,1,0,0,0,0,0,Matches
507,Eric Miller,us USA,"DF,MF",Portland Timbers,32-290,1993,4.8,5,1.03,4,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
508,Harbor Miller,us USA,"FW,DF",LA Galaxy,18-133,2007,7.1,16,2.25,12,0,1,2,1,0,2,0.28,2,0,0,0,0,0,Matches
509,Jansen Miller,us USA,DF,Sporting KC,23-264,2002,25.6,25,0.98,20,0,0,3,1,1,3,0.12,2,0,0,1,0,0,Matches
510,Kamal Miller,ca CAN,DF,Portland Timbers,28-169,1997,20.9,13,0.62,11,0,0,2,0,0,0,0.00,0,0,0,0,0,0,Matches
511,Peyton Miller,us USA,DF,NE Revolution,17-358,2007,23.0,49,2.13,44,1,1,2,1,0,4,0.17,4,0,0,0,0,0,Matches
512,Georgi Minoungou,bf BFA,"FW,MF",Seattle Sounders,23-099,2002,8.1,46,5.71,31,0,10,3,2,0,5,0.62,4,0,1,0,0,0,Matches
513,Aleksei Miranchuk,ru RUS,"MF,FW",Atlanta Utd,30-015,1995,30.5,121,3.96,90,16,3,7,4,1,6,0.20,4,2,0,0,0,0,Matches
514,Shakur Mohammed,gh GHA,"FW,MF",Orlando City,22-066,2003,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
515,Zane Monlouis,eng ENG,DF,Toronto FC,22-016,2003,5.7,2,0.35,2,0,0,0,0,0,1,0.18,1,0,0,0,0,0,Matches
516,Alán Montes,mx MEX,DF,Sporting KC,25-006,2000,5.1,6,1.18,4,0,1,0,0,1,0,0.00,0,0,0,0,0,0,Matches
517,Shaq Moore,us USA,"DF,MF",FC Dallas,28-364,1996,31.4,54,1.72,40,3,0,5,3,3,9,0.29,6,0,0,2,1,0,Matches
518,Felipe Mora,cl CHI,FW,Portland Timbers,32-091,1993,18.5,36,1.95,28,0,0,5,3,0,4,0.22,3,0,0,0,1,0,Matches
519,Alfredo Morales,us USA,MF,St. Louis,35-173,1990,12.2,24,1.96,21,0,1,2,0,0,2,0.16,2,0,0,0,0,0,Matches
520,Efrain Morales,bo BOL,DF,Atlanta Utd,21-242,2004,4.5,1,0.22,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
521,Efrain Morales,bo BOL,DF,CF Montréal,21-242,2004,5.4,4,0.74,3,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
522,Marcelo Morales,cl CHI,DF,NY Red Bulls,22-148,2003,2.0,4,1.97,2,1,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
523,Santi Morales,us USA,"MF,DF",Inter Miami,18-265,2007,0.3,3,9.00,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
524,Maximiliano Moralez,ar ARG,MF,NYCFC,38-247,1987,30.5,132,4.33,98,27,2,3,2,0,14,0.46,10,2,1,1,0,0,Matches
525,Andrew Moran,ie IRL,"MF,FW",LAFC,22-017,2003,3.5,10,2.82,9,0,0,1,0,0,1,0.28,1,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
526,Steven Moreira,cv CPV,DF,Columbus Crew,31-080,1994,27.3,60,2.20,51,1,1,4,2,1,8,0.29,6,1,0,1,0,0,Matches
527,Santiago Moreno,co COL,"FW,MF",Portland Timbers,25-194,2000,18.8,83,4.40,45,15,12,8,3,0,9,0.48,6,2,1,0,0,0,Matches
528,Lewis Morgan,sct SCO,"MF,FW",NY Red Bulls,29-032,1996,1.6,6,3.65,4,0,1,1,0,0,1,0.61,0,0,0,1,0,0,Matches
529,Jordan Morris,us USA,FW,Seattle Sounders,31-006,1994,8.4,22,2.63,20,0,1,0,1,0,2,0.24,2,0,0,0,0,0,Matches
530,Edwin Mosquera,co COL,"FW,DF",Atlanta Utd,24-127,2001,1.7,2,1.15,0,0,1,1,0,0,0,0.00,0,0,0,0,0,0,Matches
531,Rafael Mosquera,pa PAN,MF,NY Red Bulls,20-161,2005,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
532,Cole Mrowka,us USA,MF,Columbus Crew,19-209,2006,0.3,1,3.21,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
533,Hany Mukhtar,de GER,"FW,MF",Nashville SC,30-225,1995,33.3,180,5.40,80,58,4,22,14,2,20,0.60,8,3,0,3,6,0,Matches
534,Thomas Müller,de GER,MF,Vancouver W'caps,36-049,1989,6.0,28,4.66,26,0,1,0,1,0,4,0.67,3,0,1,0,0,0,Matches
535,Daniel Munie,us USA,DF,SJ Earthquakes,25-264,2000,22.1,22,0.99,21,0,0,0,0,1,3,0.14,3,0,0,0,0,0,Matches
536,Santiago Muñóz,mx MEX,"MF,FW",Sporting KC,23-079,2002,9.7,31,3.21,24,0,2,3,2,0,4,0.41,1,0,0,2,1,0,Matches
537,Luis Muriel,co COL,FW,Orlando City,34-199,1991,23.4,103,4.40,70,8,8,8,9,0,18,0.77,14,1,0,1,2,0,Matches
538,Ian Murphy,us USA,DF,Colorado Rapids,25-289,2000,11.6,6,0.52,5,1,0,0,0,0,1,0.09,1,0,0,0,0,0,Matches
539,Jacob Murrell,us USA,"FW,MF",D.C. United,21-217,2004,9.8,13,1.33,11,0,0,2,0,0,1,0.10,1,0,0,0,0,0,Matches
540,Petar Musa,hr CRO,FW,FC Dallas,27-242,1998,25.5,76,2.98,57,0,11,6,0,2,18,0.71,13,0,2,3,0,0,Matches
541,Daniel Musovski,us USA,FW,Seattle Sounders,29-336,1995,17.4,26,1.50,18,0,1,5,2,0,6,0.35,5,0,0,1,0,0,Matches
542,Sebastiano Musu,it ITA,FW,NYCFC,25-022,2000,0.2,1,6.43,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
543,Alex Muyl,us USA,"MF,FW",Nashville SC,30-032,1995,24.8,47,1.90,34,1,2,5,2,3,5,0.20,3,0,0,1,0,1,Matches
544,Tristan Muyumba,fr FRA,MF,Atlanta Utd,28-239,1997,13.2,29,2.19,24,0,1,3,0,1,2,0.15,2,0,0,0,0,0,Matches
545,Darlington Nagbe,us USA,MF,Columbus Crew,35-105,1990,28.8,44,1.53,36,0,2,0,5,1,2,0.07,2,0,0,0,0,0,Matches
546,Andy Najar,hn HON,DF,Nashville SC,32-230,1993,28.2,89,3.15,79,3,3,3,1,0,13,0.46,13,0,0,0,0,0,Matches
547,Matheus Nascimento,br BRA,FW,LA Galaxy,21-243,2004,13.0,26,2.01,21,1,1,2,0,1,2,0.15,2,0,0,0,0,0,Matches
548,Rafael Navarro,br BRA,FW,Colorado Rapids,25-201,2000,29.6,94,3.18,56,0,7,13,16,2,16,0.54,8,0,0,1,7,0,Matches
549,Logan Ndenbe,be BEL,DF,Sporting KC,25-265,2000,22.1,33,1.49,28,1,0,0,4,0,0,0.00,0,0,0,0,0,0,Matches
550,Jalen Neal,us USA,DF,CF Montréal,22-069,2003,10.6,12,1.14,12,0,0,0,0,0,3,0.28,3,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
551,Dylan Nealis,us USA,DF,NY Red Bulls,27-094,1998,12.1,24,1.97,16,2,2,0,4,0,1,0.08,0,0,0,0,1,0,Matches
552,Sean Nealis,us USA,DF,NY Red Bulls,28-292,1997,20.4,12,0.59,11,1,0,0,0,0,1,0.05,1,0,0,0,0,0,Matches
553,Jack Neeley,us USA,DF,Charlotte,20-235,2005,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
554,Franco Negri,ar ARG,DF,San Diego FC,30-254,1995,7.3,12,1.64,9,1,1,1,0,0,2,0.27,1,0,1,0,0,0,Matches
555,Jayden Nelson,ca CAN,FW,Vancouver W'caps,23-036,2002,14.7,52,3.55,25,1,11,5,10,0,10,0.68,8,0,1,0,1,0,Matches
556,John Nelson,us USA,DF,LA Galaxy,27-113,1998,22.7,26,1.14,25,0,0,0,0,1,3,0.13,3,0,0,0,0,0,Matches
557,Jean-Claude Ngando,cm CMR,"MF,FW",Vancouver W'caps,25-346,1999,14.0,57,4.08,45,1,2,4,3,2,7,0.50,6,0,0,0,0,1,Matches
558,Serge Ngoma,us USA,"FW,MF",NY Red Bulls,20-115,2005,7.0,9,1.28,8,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
559,Kenneth Nielsen,us USA,DF,LAFC,23-261,2002,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
560,Joakim Nilsson,se SWE,"DF,MF",St. Louis,31-268,1994,1.5,3,2.03,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
561,Nolan Norris,us USA,"DF,MF",FC Dallas,20-257,2005,7.1,3,0.43,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
562,Tsiki Ntsabeleng,za RSA,MF,FC Dallas,27-265,1998,3.7,7,1.87,6,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
563,Obinna Nwobodo,ng NGA,MF,FC Cincinnati,28-337,1996,9.6,17,1.77,14,0,1,2,0,0,0,0.00,0,0,0,0,0,0,Matches
564,Aiden O'Neill,au AUS,MF,NYCFC,27-120,1998,16.7,25,1.49,21,2,1,1,0,0,5,0.30,5,0,0,0,0,0,Matches
565,Kevin O'Toole,us USA,DF,NYCFC,26-322,1998,21.0,31,1.47,28,0,0,1,1,1,2,0.10,1,0,0,1,0,0,Matches
566,Allen Obando,ec ECU,FW,Inter Miami,19-141,2006,1.7,2,1.15,1,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
567,Jáder Obrian,co COL,"FW,MF",Austin,30-167,1995,10.2,22,2.16,18,0,3,0,1,0,1,0.10,1,0,0,0,0,0,Matches
568,Édier Ocampo,co COL,DF,Vancouver W'caps,22-029,2003,24.1,51,2.11,40,1,3,2,5,0,6,0.25,5,0,0,0,1,0,Matches
569,David Ochoa,us USA,GK,LAFC,24-289,2001,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
570,Agustin Ojeda,ar ARG,"FW,MF",NYCFC,21-135,2004,14.9,50,3.35,36,1,3,4,3,3,8,0.54,7,0,0,0,1,0,Matches
571,Braian Ojeda,py PAR,MF,Real Salt Lake,25-127,2000,23.4,70,2.99,56,1,2,6,2,3,2,0.09,1,0,0,1,0,0,Matches
572,Martín Ojeda,ar ARG,"MF,FW",Orlando City,26-339,1998,29.8,183,6.15,107,44,6,20,4,2,20,0.67,13,5,1,1,0,0,Matches
573,Victor Olatunji,ng NGA,FW,Real Salt Lake,26-057,1999,7.1,17,2.38,10,0,4,0,3,0,0,0.00,0,0,0,0,0,0,Matches
574,Salvador Olivas,us USA,FW,Philadelphia Union,19-113,2006,0.5,2,3.83,1,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
575,Toyosi Olusanya,eng ENG,"FW,MF",Houston Dynamo,28-018,1997,0.6,3,4.66,1,0,0,0,2,0,1,1.55,1,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
576,Tani Oluwaseyi,ca CAN,"FW,MF",Minnesota Utd,25-170,2000,20.6,46,2.23,34,0,1,6,3,2,10,0.48,8,0,1,1,0,0,Matches
577,Wyatt Omsberg,us USA,DF,NE Revolution,30-041,1995,4.4,2,0.46,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
578,Kwadwo Opoku,gh GHA,"FW,MF",CF Montréal,24-111,2001,2.1,1,0.47,0,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
579,Nathan Ordaz,sv SLV,FW,LAFC,21-293,2004,14.6,38,2.61,32,0,2,2,2,0,6,0.41,5,0,0,1,0,0,Matches
580,Sergio Oregel,us USA,MF,Chicago Fire,20-169,2005,22.7,51,2.24,47,1,0,2,0,1,2,0.09,2,0,0,0,0,0,Matches
581,Luca Orellano,ar ARG,"DF,FW",FC Cincinnati,25-224,2000,21.3,86,4.04,56,12,7,5,5,1,9,0.42,7,0,1,1,0,0,Matches
582,Jaziel Orozco,us USA,DF,St. Louis,21-152,2004,5.9,13,2.20,11,1,0,1,0,0,1,0.17,1,0,0,0,0,0,Matches
583,Pablo Ortiz,co COL,DF,Houston Dynamo,25-146,2000,15.5,3,0.19,2,0,0,0,1,0,1,0.06,0,0,0,0,1,0,Matches
584,Harold Osorio,sv SLV,MF,Chicago Fire,22-073,2003,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
585,Jonathan Osorio,ca CAN,MF,Toronto FC,33-142,1992,21.3,37,1.73,31,1,1,2,1,1,3,0.14,3,0,0,0,0,0,Matches
586,Tomáš Ostrák,cz CZE,MF,St. Louis,25-269,2000,11.3,35,3.10,26,0,1,6,1,1,4,0.35,1,0,1,1,1,0,Matches
587,Javier Otero,ve VEN,GK,Orlando City,22-348,2002,2.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
588,Prince Owusu,de GER,FW,CF Montréal,28-298,1997,31.3,73,2.33,52,1,5,7,6,2,10,0.32,6,0,2,1,1,0,Matches
589,Allan Oyirwoth,ug UGA,MF,NE Revolution,18-282,2007,3.2,5,1.58,4,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
590,Devin Padelford,us USA,DF,Minnesota Utd,22-302,2003,1.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
591,Devin Padelford,us USA,DF,St. Louis,22-302,2003,8.3,17,2.05,11,5,1,0,0,0,2,0.24,1,1,0,0,0,0,Matches
592,Maarten Paes,id IDN,GK,FC Dallas,27-171,1998,22.0,2,0.09,1,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
593,Joseph Paintsil,gh GHA,FW,LA Galaxy,27-273,1998,21.9,75,3.42,43,1,19,5,7,0,13,0.59,7,0,3,2,1,0,Matches
594,Nelson Palacio,co COL,MF,Real Salt Lake,24-138,2001,6.5,9,1.38,9,0,0,0,0,0,1,0.15,1,0,0,0,0,0,Matches
595,Jeison Palacios,co COL,DF,Nashville SC,31-226,1994,20.3,22,1.08,17,1,0,4,0,0,2,0.10,1,1,0,0,0,0,Matches
596,Sergi Palencia,es ESP,"DF,MF",LAFC,29-223,1996,31.2,60,1.92,55,1,1,0,2,1,7,0.22,6,0,1,0,0,0,Matches
597,James Pantemis,ca CAN,GK,Portland Timbers,28-253,1997,19.0,5,0.26,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
598,Cristhian Paredes,py PAR,MF,Portland Timbers,27-167,1998,11.3,33,2.92,28,2,2,0,1,0,2,0.18,2,0,0,0,0,0,Matches
599,Isaiah Parente,us USA,MF,LA Galaxy,25-230,2000,11.7,26,2.23,23,1,1,0,1,0,1,0.09,1,0,0,0,0,0,Matches
600,Tim Parker,us USA,DF,NY Red Bulls,32-251,1993,9.6,8,0.83,6,0,0,2,0,0,0,0.00,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
601,Keaton Parks,us USA,MF,NYCFC,28-087,1997,9.8,39,3.99,31,0,3,2,2,1,4,0.41,3,0,0,1,0,0,Matches
602,Marco Pašalić,hr CRO,"MF,FW",Orlando City,25-048,2000,28.5,102,3.57,74,7,7,11,3,0,9,0.32,4,0,0,4,1,0,Matches
603,João Paulo Mior,br BRA,MF,Seattle Sounders,34-238,1991,5.3,13,2.44,11,1,0,0,0,1,1,0.19,1,0,0,0,0,0,Matches
604,Tom Pearce,eng ENG,"MF,DF",CF Montréal,27-203,1998,10.1,26,2.57,14,10,0,0,1,1,1,0.10,0,1,0,0,0,0,Matches
605,Tyson Pearce,us USA,"MF,DF",St. Louis,18-081,2007,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
606,Pedrinho,br BRA,"FW,MF",FC Dallas,22-197,2003,10.4,35,3.37,24,5,3,2,1,0,5,0.48,5,0,0,0,0,0,Matches
607,Peglow,br BRA,"FW,MF",D.C. United,23-298,2002,18.8,54,2.87,37,7,6,2,2,0,7,0.37,3,0,2,1,1,0,Matches
608,Amahl Pellegrino,no NOR,FW,San Diego FC,35-136,1990,3.6,6,1.65,5,0,0,0,1,0,3,0.82,2,0,0,0,1,0,Matches
609,Amahl Pellegrino,no NOR,"MF,FW",SJ Earthquakes,35-136,1990,5.4,20,3.68,17,0,0,1,0,2,5,0.92,4,0,0,0,0,1,Matches
610,Matti Peltola,fi FIN,"MF,DF",D.C. United,23-121,2002,17.0,26,1.53,18,0,2,0,5,1,3,0.18,2,0,0,0,0,1,Matches
611,Andrés Perea,us USA,MF,NYCFC,24-352,2000,18.5,34,1.84,28,0,1,3,2,0,3,0.16,1,0,0,1,1,0,Matches
612,Daniel Pereira,ve VEN,MF,Austin,25-110,2000,23.0,69,3.00,58,3,3,1,2,2,9,0.39,6,1,1,1,0,0,Matches
613,Joaquín Pereyra,ar ARG,"MF,FW",Minnesota Utd,26-335,1998,28.5,152,5.34,79,32,10,15,15,1,16,0.56,6,3,1,5,1,0,Matches
614,Jonathan Perez,mx MEX,"FW,MF",Nashville SC,22-287,2003,9.5,25,2.64,21,0,2,1,1,0,2,0.21,2,0,0,0,0,0,Matches
615,Nikola Petković,rs SRB,MF,Charlotte,22-251,2003,1.1,3,2.73,2,0,0,1,0,0,1,0.91,1,0,0,0,0,0,Matches
616,Luca Petrasso,ca CAN,DF,CF Montréal,25-138,2000,30.1,55,1.83,47,3,5,0,0,0,9,0.30,7,0,2,0,0,0,Matches
617,Raoul Petretta,it ITA,DF,Toronto FC,28-222,1997,20.5,25,1.22,19,3,1,0,1,1,1,0.05,0,0,0,0,1,0,Matches
618,Hugo Picard,fr FRA,"MF,FW",Columbus Crew,22-176,2003,5.6,17,3.04,16,0,1,0,0,0,1,0.18,1,0,0,0,0,0,Matches
619,Fafà Picault,ht HAI,"FW,MF",Inter Miami,34-251,1991,8.4,12,1.42,10,0,1,1,0,0,2,0.24,2,0,0,0,0,0,Matches
620,Neil Pierre,us USA,FW,Philadelphia Union,18-013,2007,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
621,Nelson Pierre,ht HAI,FW,Vancouver W'caps,20-224,2005,0.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
622,Samuel Piette,ca CAN,MF,CF Montréal,30-354,1994,17.1,19,1.11,18,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
623,Ian Pilcher,us USA,DF,San Diego FC,22-225,2003,10.2,5,0.49,5,0,0,0,0,0,1,0.10,1,0,0,0,0,0,Matches
624,Mauricio Pineda,us USA,MF,Chicago Fire,28-015,1997,16.9,28,1.66,28,0,0,0,0,0,3,0.18,3,0,0,0,0,0,Matches
625,Dániel Pintér,us USA,MF,Inter Miami,18-148,2007,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
626,Ariath Piol,au AUS,"FW,MF",Real Salt Lake,21-021,2004,10.0,17,1.69,15,0,1,0,1,0,2,0.20,2,0,0,0,0,0,Matches
627,Gabriel Pirani,br BRA,"MF,FW",D.C. United,23-203,2002,21.0,75,3.56,59,0,6,4,5,1,6,0.29,5,0,1,0,0,0,Matches
628,Matt Polster,us USA,MF,NE Revolution,32-146,1993,25.7,41,1.59,34,0,1,2,1,3,5,0.19,5,0,0,0,0,0,Matches
629,Célio Pompeu,br BRA,"FW,MF",St. Louis,25-326,1999,16.4,65,3.96,48,2,7,2,3,3,4,0.24,3,0,1,0,0,0,Matches
630,Paxton Pomykal,us USA,MF,FC Dallas,25-319,1999,0.5,2,4.29,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
631,Ezequiel Ponce,ar ARG,FW,Houston Dynamo,28-217,1997,29.7,48,1.62,30,0,1,12,4,1,2,0.07,0,0,0,1,1,0,Matches
632,Ryan Porteous,sct SCO,DF,LAFC,26-221,1999,9.1,8,0.88,6,1,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
633,Alvas Powell,jm JAM,DF,FC Cincinnati,31-106,1994,9.6,19,1.98,11,2,2,2,2,0,1,0.10,1,0,0,0,0,0,Matches
634,Ralph Priso-Mbongue,ca CAN,"MF,DF",Vancouver W'caps,23-091,2002,15.4,28,1.81,24,0,0,0,2,2,4,0.26,4,0,0,0,0,0,Matches
635,Andrew Privett,us USA,DF,Charlotte,25-091,2000,20.0,5,0.25,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
